RK,Team,Year,G,W,L,Conf,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
12,Miami Heat*,2014,82,54,28,East,242.4,38.3,76.5,0.501,8.1,22.3,0.364,30.2,54.2,0.558,17.5,23,0.76,7.6,29.2,22.5,8.9,4.5,14.8,19.5,102.2
13,Toronto Raptors*,2014,82,48,34,East,243.4,36.5,81.9,0.445,8.7,23.4,0.372,27.8,58.5,0.475,19.6,25.1,0.782,11.4,31.1,21.2,7,4.2,14.1,23,101.3
14,Detroit Pistons,2014,82,29,53,East,241.2,38.8,86.9,0.447,6.2,19.3,0.321,32.6,67.6,0.483,17.3,25.7,0.67,14.6,30.8,20.9,8.4,4.8,14.5,20.3,101
15,Atlanta Hawks*,2014,82,38,44,East,241.8,37.3,81.6,0.458,9.4,25.8,0.363,28,55.8,0.502,17,21.7,0.781,8.7,31.3,24.9,8.3,4,15.3,19.2,101
16,Washington Wizards*,2014,82,44,38,East,244.6,38.7,84.4,0.459,7.9,20.8,0.38,30.9,63.6,0.485,15.3,20.9,0.731,10.8,31.4,23.3,8.1,4.6,14.7,20.4,100.7
17,Sacramento Kings,2014,82,28,54,West,241.8,36.9,82.5,0.447,6,18,0.333,30.9,64.5,0.479,20.7,27.3,0.759,12.1,32.4,18.9,7.2,3.9,15.2,22.5,100.5
18,New Orleans Pelicans,2014,82,34,48,West,242.1,37.8,82.5,0.459,5.9,15.9,0.373,31.9,66.6,0.479,18.2,23.6,0.769,11.4,30.3,21.3,7.9,6.4,13.8,22.6,99.7
19,Philadelphia 76ers,2014,82,19,63,East,242.1,37.9,87.2,0.435,7,22.5,0.312,30.9,64.7,0.477,16.6,23.4,0.71,11.6,31.2,21.8,9.3,4,16.9,22.5,99.5
20,New York Knicks,2014,82,37,45,East,242.1,36.9,82.2,0.449,9.3,24.9,0.372,27.7,57.3,0.482,15.5,20.4,0.761,10.6,29.7,20,7.7,4.5,13,22.1,98.6
21,Brooklyn Nets*,2014,82,44,38,East,242.4,35.7,77.9,0.459,8.6,23.4,0.369,27.1,54.5,0.497,18.4,24.4,0.753,8.8,29.4,20.9,8.6,3.8,14.5,21.7,98.5
22,Cleveland Cavaliers,2014,82,33,49,East,243,37,84.8,0.437,7.1,20,0.356,29.9,64.8,0.461,17,22.7,0.751,12.1,32.1,21.2,7.1,3.7,14.2,20,98.2
23,Charlotte Bobcats*,2014,82,43,39,East,242.7,36.3,82.1,0.442,6.3,17.9,0.351,30,64.1,0.468,18,24.4,0.737,9.5,33.2,21.7,6.1,5.1,12.3,18.2,96.9
24,Indiana Pacers*,2014,82,56,26,East,241.2,36,80.2,0.449,6.7,18.8,0.357,29.3,61.4,0.477,18.1,23.3,0.779,10.2,34.5,20.1,6.7,5.4,15.1,20.4,96.7
25,Orlando Magic,2014,82,23,59,East,243.4,36.9,82.7,0.445,6.9,19.5,0.353,30,63.3,0.474,15.9,20.9,0.763,9.7,32.4,21,7.7,4.3,14.9,20.5,96.5
26,Boston Celtics,2014,82,25,57,East,240.6,36.5,83.9,0.435,7,21.1,0.333,29.5,62.9,0.47,16.2,20.8,0.777,12,30.5,21,7.1,4.2,15.4,21.3,96.2
27,Memphis Grizzlies*,2014,82,50,32,West,241.5,38.1,82,0.464,4.9,14,0.353,33.1,68,0.487,15.1,20.3,0.741,11.6,30.8,21.9,7.7,4.6,13.7,19.1,96.1
28,Milwaukee Bucks,2014,82,15,67,East,242.4,36,82.2,0.438,6.7,18.9,0.353,29.3,63.2,0.464,16.8,22.5,0.747,11.8,29.3,21.5,6.6,4.9,15.1,20.9,95.5
29,Utah Jazz,2014,82,25,57,West,241.2,36,81.1,0.444,6.6,19.2,0.344,29.4,61.9,0.474,16.4,22,0.747,11,30.2,20.3,7,4.5,14.6,20.7,95
30,Chicago Bulls*,2014,82,48,34,East,243,34.7,80.2,0.432,6.2,17.8,0.348,28.5,62.4,0.456,18.1,23.3,0.779,11.4,32.7,22.7,7.2,5.2,14.9,19.1,93.7
1,Golden State Warriors*,2015,82,67,15,West,240.6,41.6,87,0.478,10.8,27,0.398,30.8,60,0.514,16,20.8,0.768,10.4,34.3,27.4,9.3,6,14.5,19.9,110
2,Los Angeles Clippers*,2015,82,56,26,West,240.6,39.4,83.3,0.473,10.1,26.9,0.376,29.3,56.4,0.519,17.9,25.2,0.71,9.6,33.1,24.8,7.8,5,12.3,21.3,106.7
3,Dallas Mavericks*,2015,82,50,32,West,242.4,39.7,85.8,0.463,8.9,25.4,0.352,30.8,60.4,0.509,16.9,22.5,0.752,10.5,31.8,22.5,8.1,4.5,13,20,105.2
4,Toronto Raptors*,2015,82,49,33,East,242.1,37.9,83.3,0.455,8.9,25.1,0.352,29,58.2,0.499,19.3,24.6,0.787,10.7,30.8,20.7,7.5,4.4,12.9,20.9,104
5,Oklahoma City Thunder,2015,82,45,37,West,241.8,38.8,86.8,0.447,7.7,22.7,0.339,31.1,64.1,0.486,18.6,24.6,0.754,12.8,34.7,20.5,7.3,5.5,14.7,22.3,104
6,Houston Rockets*,2015,82,56,26,West,241.5,37,83.3,0.444,11.4,32.7,0.348,25.6,50.6,0.506,18.6,26,0.715,11.7,32,22.2,9.5,5,16.7,22,103.9
7,San Antonio Spurs*,2015,82,55,27,West,243.4,39.1,83.6,0.468,8.3,22.5,0.367,30.9,61.1,0.505,16.7,21.4,0.78,9.8,33.8,24.4,8,5.4,14,19.1,103.2
8,Cleveland Cavaliers*,2015,82,53,29,East,241.2,37.7,82.2,0.458,10.1,27.5,0.367,27.6,54.7,0.504,17.7,23.6,0.751,11.1,31.9,22.1,7.4,4.1,14.3,18.4,103.1
9,Portland Trail Blazers*,2015,82,51,31,West,242.1,38.7,86,0.45,9.8,27.2,0.362,28.9,58.8,0.491,15.5,19.4,0.801,10.7,35.1,21.9,6.4,4.5,13.6,18.2,102.8
10,Atlanta Hawks*,2015,82,60,22,East,240.6,38.1,81.7,0.466,10,26.2,0.38,28.1,55.5,0.506,16.5,21.2,0.778,8.7,31.8,25.7,9.1,4.6,14.2,17.8,102.5
11,Phoenix Suns,2015,82,39,43,West,242.4,38.8,85.8,0.452,8.5,25,0.341,30.2,60.9,0.497,16.4,21.5,0.76,10.9,32.2,20.2,8.5,4.7,15.1,21.3,102.4
12,Denver Nuggets,2015,82,30,52,West,242.4,37.8,87.3,0.433,8,24.8,0.325,29.7,62.5,0.476,17.8,24.3,0.734,12.3,32.4,21.8,7.8,4.5,14.2,23,101.5
13,Boston Celtics*,2015,82,40,42,East,242.4,38.9,87.9,0.443,8,24.6,0.327,30.9,63.3,0.488,15.4,20.5,0.754,11.1,32.7,24.5,8.2,3.6,13.8,21.2,101.4
14,Sacramento Kings,2015,82,29,53,West,242.1,36.7,80.7,0.455,5.6,16.5,0.341,31.1,64.2,0.484,22.3,29.3,0.762,10.9,33.3,20.3,6.7,4,16.3,20.7,101.3
15,Chicago Bulls*,2015,82,50,32,East,242.4,36.6,82.9,0.442,7.9,22.3,0.353,28.7,60.6,0.474,19.7,25.2,0.783,11.7,34,21.7,6.3,5.8,14,18.2,100.8
16,New Orleans Pelicans*,2015,82,45,37,West,241.2,37.9,82.9,0.457,7.1,19.3,0.37,30.8,63.6,0.484,16.4,21.8,0.751,11.5,32,22,6.7,6.2,13.3,18.7,99.4
17,Washington Wizards*,2015,82,46,36,East,243.4,38.3,82.8,0.462,6.1,16.8,0.36,32.2,66,0.488,15.9,21.4,0.742,10.5,34.2,24,7.3,4.6,15,20.8,98.5
18,Detroit Pistons,2015,82,32,50,East,241.8,37.1,85.8,0.432,8.6,24.9,0.344,28.5,60.9,0.468,15.8,22.4,0.703,12.8,32.1,21.6,7.6,4.7,13.4,19,98.5
19,Los Angeles Lakers,2015,82,21,61,West,243,37.2,85.6,0.435,6.5,18.9,0.344,30.8,66.8,0.461,17.5,23.6,0.741,11.6,32.3,20.9,7,4.5,13.2,21.2,98.5
20,Memphis Grizzlies*,2015,82,55,27,West,242.7,37.8,82.5,0.458,5.2,15.2,0.339,32.6,67.3,0.485,17.6,22.8,0.773,10.4,32.1,21.7,8.5,4.2,13.3,19.1,98.3
21,Brooklyn Nets*,2015,82,38,44,East,243,37.4,83,0.451,6.6,19.9,0.331,30.8,63.1,0.489,16.6,22.2,0.748,10.3,32,20.9,7,4.1,13.8,19.3,98
22,Milwaukee Bucks*,2015,82,41,41,East,243,37.6,82,0.459,6.6,18.3,0.363,31,63.7,0.486,16,21.1,0.757,10.7,31.4,23.6,9.6,4.9,16.7,22.1,97.8
23,Minnesota Timberwolves,2015,82,16,66,West,241.5,36.4,83.2,0.438,5,14.9,0.332,31.5,68.3,0.461,20,25.7,0.776,11.6,29.3,21.6,8.1,4,15,19.2,97.8
24,Indiana Pacers,2015,82,38,44,East,242.1,36.6,83.2,0.439,7.5,21.2,0.352,29.1,62,0.469,16.7,22.2,0.756,10.4,34.4,21.4,6.2,4.6,14,21.2,97.3
25,Orlando Magic,2015,82,25,57,East,240.9,37.5,82.8,0.453,6.8,19.5,0.347,30.8,63.3,0.486,13.9,19.1,0.729,10,31.8,20.6,7.9,3.8,14.9,20.9,95.7
26,Utah Jazz,2015,82,38,44,West,240.3,35.4,79.2,0.447,7.4,21.7,0.343,27.9,57.5,0.486,17,23.5,0.721,12,31.9,19.9,7.6,6,15.3,19.3,95.1
27,Miami Heat,2015,82,37,45,East,240.6,35.2,77.2,0.456,6.8,20.2,0.335,28.4,57,0.499,17.5,23.7,0.741,9.1,30,19.8,7.8,4.5,14.8,20,94.7
28,Charlotte Hornets,2015,82,33,49,East,242.7,35.5,84.5,0.42,6.1,19.1,0.318,29.5,65.4,0.45,17,22.8,0.748,10,34.1,20.2,6.1,5.5,11.9,18.2,94.2
29,Philadelphia 76ers,2015,82,18,64,East,241.5,33.7,82.6,0.408,8.4,26.3,0.32,25.3,56.3,0.449,16.1,23.8,0.676,11.9,30.9,20.5,9.6,5.9,17.7,21.7,92
30,New York Knicks,2015,82,17,65,East,242.1,35.1,82,0.428,6.8,19.7,0.347,28.3,62.3,0.454,14.8,19.2,0.769,10.6,29.8,21.3,7,4.7,14.7,21.6,91.9
1,Golden State Warriors*,2016,82,73,9,West,242.4,42.5,87.3,0.487,13.1,31.6,0.416,29.4,55.7,0.528,16.7,21.8,0.763,10,36.2,28.9,8.4,6.1,15.2,20.7,114.9
2,Oklahoma City Thunder*,2016,82,55,27,West,241.8,41.1,86.4,0.476,8.3,23.7,0.349,32.9,62.6,0.524,19.7,25.2,0.782,13.1,35.6,23,7.4,5.9,15.9,20.6,110.2
3,Sacramento Kings,2016,82,33,49,West,241.5,40,86.4,0.464,8,22.4,0.359,32,64,0.5,18.5,25.5,0.725,10.6,33.7,24.5,8.9,4.5,16.2,20.4,106.6
4,Houston Rockets*,2016,82,41,41,West,241.8,37.7,83.5,0.452,10.7,30.9,0.347,27,52.6,0.514,20.4,29.4,0.694,11.3,31.7,22.2,10,5.2,15.9,21.8,106.5
5,Boston Celtics*,2016,82,48,34,East,241.2,39.2,89.2,0.439,8.7,26.1,0.335,30.5,63.1,0.483,18.5,23.5,0.788,11.6,33.3,24.2,9.2,4.2,13.7,21.9,105.7
6,Portland Trail Blazers*,2016,82,44,38,West,241.5,38.6,85.9,0.45,10.5,28.5,0.37,28.1,57.4,0.49,17.4,23,0.754,11.6,33.9,21.3,6.9,4.6,14.6,21.7,105.1
7,Los Angeles Clippers*,2016,82,53,29,West,241.8,38.3,82.4,0.465,9.7,26.7,0.364,28.6,55.7,0.513,18.2,26.2,0.692,8.8,33.3,22.8,8.6,5.6,13,21.3,104.5
8,Cleveland Cavaliers*,2016,82,57,25,East,242.1,38.7,84,0.46,10.7,29.6,0.362,27.9,54.4,0.514,16.3,21.7,0.748,10.6,33.9,22.7,6.7,3.9,13.6,20.3,104.3
9,Washington Wizards,2016,82,41,41,East,240.9,39.5,85.8,0.46,8.6,24.2,0.358,30.8,61.6,0.501,16.5,22.5,0.73,9.1,32.8,24.5,8.6,3.9,14.5,20.8,104.1
10,San Antonio Spurs*,2016,82,67,15,West,240.3,40.1,82.9,0.484,7,18.5,0.375,33.2,64.4,0.515,16.4,20.4,0.803,9.4,34.5,24.5,8.3,5.9,13.1,17.5,103.5
11,Charlotte Hornets*,2016,82,48,34,East,242.1,37,84.4,0.439,10.6,29.4,0.362,26.4,55,0.479,18.7,23.7,0.79,9,35,21.7,7.3,5.3,12.6,18.1,103.4
12,Atlanta Hawks*,2016,82,48,34,East,241.8,38.6,84.4,0.458,9.9,28.4,0.35,28.7,56.1,0.512,15.6,20,0.783,8.3,33.8,25.6,9.1,5.9,15,19.1,102.8
13,New Orleans Pelicans,2016,82,30,52,West,241.2,38.5,85.9,0.448,8.6,23.8,0.36,29.9,62.1,0.482,17.3,22.2,0.776,9.5,33.1,22.2,7.7,4.2,13.4,20.9,102.7
14,Toronto Raptors*,2016,82,56,26,East,241.2,36.7,81.3,0.451,8.6,23.4,0.37,28,58,0.483,20.8,26.7,0.777,10.2,33.2,18.7,7.8,5.5,13.1,19.6,102.7
15,Minnesota Timberwolves,2016,82,29,53,West,242.4,37.7,81.3,0.464,5.5,16.4,0.338,32.2,64.9,0.496,21.4,27,0.792,10,31.5,23.4,8,4.6,15,20.7,102.4
16,Dallas Mavericks*,2016,82,42,40,West,244,37.4,84.1,0.444,9.8,28.6,0.344,27.5,55.6,0.495,17.7,22.3,0.794,9.2,33.9,22.1,6.8,3.7,12.8,19.5,102.3
17,Indiana Pacers*,2016,82,45,37,East,242.4,38.3,85.2,0.45,8.1,23,0.351,30.2,62.1,0.486,17.4,22.8,0.764,10.3,33.9,21.2,9,4.8,14.9,20,102.2
18,Orlando Magic,2016,82,35,47,East,242.7,39.5,86.8,0.455,7.8,22.2,0.35,31.8,64.7,0.492,15.2,20.1,0.757,10.3,33,23.6,8.2,5.1,14.1,20.7,102.1
19,Detroit Pistons*,2016,82,44,38,East,242.4,37.9,86.4,0.439,9,26.2,0.345,28.9,60.2,0.48,17.1,25.5,0.668,12.5,33.9,19.4,7,3.7,13.5,19,102
20,Denver Nuggets,2016,82,33,49,West,241.8,37.7,85.4,0.442,8,23.7,0.338,29.7,61.7,0.482,18.5,24.1,0.766,11.5,33.1,22.7,7.4,4.8,14.7,21,101.9
21,Chicago Bulls,2016,82,42,40,East,242.7,38.6,87.4,0.441,7.9,21.4,0.371,30.7,66.1,0.464,16.5,21,0.787,11.1,35.2,22.8,6,5.7,13.9,18.8,101.6
22,Phoenix Suns,2016,82,23,59,West,240.3,37.2,85.6,0.435,9,25.8,0.348,28.2,59.8,0.472,17.5,23.2,0.751,11.5,33.3,20.7,7.7,3.8,17.2,22.7,100.9
23,Miami Heat*,2016,82,48,34,East,241.8,38.4,81.7,0.47,6.1,18,0.336,32.3,63.6,0.508,17.1,23,0.744,9.8,34.3,20.8,6.7,6.5,14.1,18.3,100
24,Memphis Grizzlies*,2016,82,42,40,West,241.8,36.8,83.6,0.44,6.1,18.5,0.331,30.7,65.1,0.471,19.3,24.7,0.783,11.2,30.5,20.7,8.8,4.3,13.3,21.7,99.1
25,Milwaukee Bucks,2016,82,33,49,East,241.8,38.4,82.2,0.467,5.4,15.6,0.345,33,66.6,0.495,17,22.7,0.747,10.5,31.2,23.1,8.2,5.8,15.2,20.7,99
26,Brooklyn Nets,2016,82,21,61,East,240.9,38.2,84.4,0.453,6.5,18.4,0.352,31.8,66,0.481,15.7,20.7,0.757,10.5,31.9,22.3,7.6,4,14.8,18,98.6
27,New York Knicks,2016,82,32,50,East,241.5,36.9,84,0.439,7.4,21.5,0.346,29.4,62.5,0.471,17.2,21.4,0.805,10.4,34,20.5,5.7,5.7,13.4,19.7,98.4
28,Utah Jazz,2016,82,40,42,West,243.4,36.1,80.4,0.449,8.5,23.9,0.355,27.6,56.5,0.488,17.1,23,0.744,10.7,32.5,19,7.7,5.2,14.9,20.2,97.7
29,Philadelphia 76ers,2016,82,10,72,East,241.5,36.2,84,0.431,9.3,27.5,0.339,26.9,56.5,0.476,15.7,22.6,0.694,9.5,31.8,21.5,8.3,6,16.4,21.7,97.4
30,Los Angeles Lakers,2016,82,17,65,West,240.6,35.1,84.8,0.414,7.8,24.6,0.317,27.3,60.2,0.454,19.3,24.7,0.781,10.7,32.3,18,7.2,4.1,13.7,20.3,97.3
1,Golden State Warriors*,2017,82,67,15,West,241.2,43.1,87.1,0.495,12,31.2,0.383,31.1,55.8,0.557,17.8,22.6,0.788,9.4,35,30.4,9.6,6.8,14.8,19.3,115.9
2,Houston Rockets*,2017,82,55,27,West,241.2,40.3,87.2,0.462,14.4,40.3,0.357,25.9,46.9,0.552,20.3,26.5,0.766,10.9,33.5,25.2,8.2,4.3,15.1,19.9,115.3
3,Denver Nuggets,2017,82,40,42,West,240.9,41.2,87.7,0.469,10.6,28.8,0.368,30.6,58.9,0.519,18.7,24.2,0.774,11.8,34.6,25.3,6.9,3.9,15,19.1,111.7
4,Cleveland Cavaliers*,2017,82,51,31,East,242.4,39.9,84.9,0.47,13,33.9,0.384,26.9,51,0.528,17.5,23.3,0.748,9.3,34.4,22.7,6.6,4,13.7,18.1,110.3
5,Washington Wizards*,2017,82,49,33,East,242.1,41.3,87,0.475,9.2,24.8,0.372,32.1,62.3,0.515,17.3,22.1,0.784,10.3,32.6,23.9,8.5,4.1,14.2,21.3,109.2
6,Los Angeles Clippers*,2017,82,51,31,West,240.9,39.5,83.2,0.475,10.3,27.4,0.375,29.3,55.8,0.525,19.3,26,0.745,9,34,22.5,7.5,4.2,13,19.8,108.7
7,Boston Celtics*,2017,82,53,29,East,240.9,38.6,85.1,0.454,12,33.4,0.359,26.6,51.7,0.515,18.7,23.2,0.807,9.1,32.9,25.2,7.5,4.1,13.3,20.6,108
8,Portland Trail Blazers*,2017,82,41,41,West,243,39.5,86.1,0.459,10.4,27.7,0.375,29.2,58.4,0.499,18.5,23.7,0.78,10.1,33.5,21.1,7,5,13.7,21.2,107.9
9,Phoenix Suns,2017,82,24,58,West,241.8,39.9,88.5,0.45,7.5,22.6,0.332,32.4,65.9,0.491,20.4,26.3,0.776,11.9,33.1,19.6,8.2,4.9,15.4,24.8,107.7
10,Toronto Raptors*,2017,82,51,31,East,241.2,39.2,84.4,0.464,8.8,24.3,0.363,30.3,60,0.505,19.7,24.7,0.796,10.6,32.6,18.5,8.3,4.9,12.7,20.8,106.9
11,Oklahoma City Thunder*,2017,82,47,35,West,241.5,39.5,87.4,0.452,8.4,25.8,0.327,31,61.6,0.504,19.2,25.8,0.745,12.2,34.4,21,7.9,5,15,20.9,106.6
12,Brooklyn Nets,2017,82,20,62,East,240.9,37.8,85.2,0.444,10.7,31.6,0.338,27.1,53.6,0.506,19.4,24.6,0.788,8.8,35.1,21.4,7.2,4.7,16.5,21,105.8
13,Minnesota Timberwolves,2017,82,31,51,West,241.5,39.5,84.4,0.467,7.3,21,0.349,32.1,63.4,0.507,19.3,24.2,0.799,11.4,31,23.7,8,4.5,14,20.1,105.6
14,San Antonio Spurs*,2017,82,61,21,West,241.5,39.3,83.7,0.469,9.2,23.5,0.391,30.1,60.2,0.5,17.6,22,0.797,10,33.9,23.8,8,5.9,13.4,18.3,105.3
15,Indiana Pacers*,2017,82,42,40,East,242.1,39.3,84.5,0.465,8.6,23,0.376,30.6,61.5,0.498,17.9,22.1,0.81,9,33,22.5,8.2,5,13.8,19.5,105.1
16,Charlotte Hornets,2017,82,36,46,East,241.8,37.7,85.4,0.442,10,28.6,0.351,27.7,56.7,0.488,19.4,23.8,0.815,8.8,34.8,23.1,7,4.8,11.5,16.6,104.9
17,Los Angeles Lakers,2017,82,26,56,West,240.3,39.3,87.4,0.45,8.9,25.7,0.346,30.4,61.6,0.493,17,22.6,0.754,11.4,32.1,20.9,8.2,3.9,15.2,20.7,104.6
18,New Orleans Pelicans,2017,82,34,48,West,242.7,39.1,87,0.45,9.4,26.8,0.35,29.8,60.2,0.495,16.7,22.3,0.75,8.6,35.1,22.8,7.8,5.5,12.9,18.2,104.3
19,New York Knicks,2017,82,31,51,East,242.1,39.6,88.5,0.447,8.6,24.7,0.348,31,63.8,0.485,16.6,21.1,0.788,12,33.2,21.8,7.1,5.5,13.9,20.3,104.3
20,Milwaukee Bucks*,2017,82,42,40,East,241.2,38.8,81.9,0.474,8.8,23.7,0.37,30,58.2,0.516,17.2,22.4,0.768,8.8,31.6,24.2,8.1,5.3,14,20.2,103.6
21,Miami Heat,2017,82,41,41,East,241.2,39,85.8,0.455,9.9,27,0.365,29.2,58.8,0.496,15.2,21.6,0.706,10.6,33,21.2,7.2,5.7,13.4,20.5,103.2
22,Atlanta Hawks*,2017,82,43,39,East,242.4,38.1,84.4,0.451,8.9,26.1,0.341,29.2,58.3,0.501,18.1,24.9,0.728,10.3,34.1,23.6,8.2,4.8,15.8,18.2,103.2
23,Chicago Bulls*,2017,82,41,41,East,241.2,38.6,87.1,0.444,7.6,22.3,0.34,31,64.8,0.479,18,22.5,0.798,12.2,34.1,22.6,7.8,4.8,13.6,17.7,102.9
24,Sacramento Kings,2017,82,32,50,West,242.4,37.9,82.1,0.461,9,23.9,0.376,28.9,58.2,0.496,18.1,23.3,0.775,8.7,32.3,22.5,7.6,4,14.6,20.3,102.8
25,Philadelphia 76ers,2017,82,28,54,East,241.8,37.7,85.3,0.442,10.1,29.8,0.34,27.5,55.5,0.496,17,22,0.771,9.8,33,23.8,8.4,5.1,16.7,21.9,102.4
26,Detroit Pistons,2017,82,37,45,East,241.5,39.9,88.8,0.449,7.7,23.4,0.33,32.2,65.5,0.492,13.9,19.3,0.719,11.1,34.6,21.1,7,3.8,11.9,17.9,101.3
27,Orlando Magic,2017,82,29,53,East,241.5,38.3,87,0.44,8.5,26.1,0.328,29.7,60.9,0.488,16,21.4,0.747,9.8,33.3,22.2,7.1,4.8,13.3,19.3,101.1
28,Utah Jazz*,2017,82,51,31,West,240.9,37,79.5,0.466,9.6,26,0.372,27.3,53.5,0.511,17.1,22.9,0.747,9.4,33.8,20.1,6.7,5,13.6,18.8,100.7
29,Memphis Grizzlies*,2017,82,43,39,West,242.7,36.4,83.6,0.435,9.4,26.5,0.354,27,57.1,0.473,18.3,23.4,0.784,10.8,32,21.3,8,4.2,12.9,22.4,100.5
30,Dallas Mavericks,2017,82,33,49,West,241.2,36.2,82.3,0.44,10.7,30.2,0.355,25.5,52.2,0.489,14.8,18.5,0.801,7.9,30.7,20.8,7.5,3.7,11.9,19.1,97.9
1,Golden State Warriors*,2018,82,58,24,West,240.6,42.8,85.1,0.503,11.3,28.9,0.391,31.5,56.2,0.56,16.6,20.3,0.815,8.4,35.1,29.3,8,7.5,15.5,19.6,113.5
2,Houston Rockets*,2018,82,65,17,West,240.9,38.7,84.2,0.46,15.3,42.3,0.362,23.4,41.9,0.558,19.6,25.1,0.781,9,34.5,21.5,8.5,4.8,13.8,19.5,112.4
3,New Orleans Pelicans*,2018,82,48,34,West,243.4,42.7,88.3,0.483,10.2,28.2,0.362,32.5,60.1,0.54,16.1,20.9,0.772,8.7,35.7,26.8,8,5.9,14.9,19.1,111.7
4,Toronto Raptors*,2018,82,59,23,East,241.8,41.3,87.4,0.472,11.8,33,0.358,29.5,54.4,0.541,17.3,21.8,0.794,9.8,34.2,24.3,7.6,6.1,13.4,21.7,111.7
5,Cleveland Cavaliers*,2018,82,50,32,East,240.6,40.4,84.8,0.476,12,32.1,0.372,28.4,52.6,0.54,18.1,23.3,0.779,8.5,33.7,23.4,7.1,3.8,13.7,18.6,110.9
6,Denver Nuggets,2018,82,46,36,West,242.4,40.7,86.6,0.47,11.5,30.9,0.371,29.2,55.7,0.525,17.1,22.3,0.767,11,33.5,25.1,7.6,4.9,15,18.7,110
7,Philadelphia 76ers*,2018,82,52,30,East,241.2,40.8,86.6,0.472,11,29.8,0.369,29.9,56.7,0.526,17.1,22.8,0.752,10.9,36.5,27.1,8.3,5.1,16.5,22.1,109.8
8,Minnesota Timberwolves*,2018,82,47,35,West,241.5,41,86.1,0.476,8,22.5,0.357,33,63.6,0.519,19.4,24.1,0.804,10.3,31.6,22.7,8.4,4.2,12.5,18.2,109.5
9,Los Angeles Clippers,2018,82,42,40,West,240.3,40.3,85.4,0.471,9.5,26.8,0.354,30.8,58.6,0.525,19,25.5,0.743,10.1,33.7,22.3,7.7,4.5,14.7,20,109
10,Charlotte Hornets,2018,82,36,46,East,241.2,39,86.7,0.45,10,27.2,0.369,28.9,59.4,0.487,20.2,27,0.747,10.1,35.4,21.6,6.8,4.5,12.7,17.2,108.2
11,Los Angeles Lakers,2018,82,35,47,West,242.7,40.7,88.4,0.461,10,29.1,0.345,30.7,59.3,0.517,16.6,23.3,0.714,10.7,35.7,23.8,7.7,4.7,15.8,21.2,108.1
12,Oklahoma City Thunder*,2018,82,48,34,West,241.8,39.9,88.1,0.453,10.7,30.4,0.354,29.1,57.7,0.505,17.3,24.2,0.716,12.5,32.6,21.3,9.1,5,14,20.2,107.9
13,Washington Wizards*,2018,82,43,39,East,242.1,39.9,85.6,0.467,9.9,26.5,0.375,30,59.1,0.508,16.8,21.8,0.772,10,33.1,25.2,7.9,4.3,14.6,21.3,106.6
14,Brooklyn Nets,2018,82,28,54,East,242.1,38.2,86.8,0.441,12.7,35.7,0.356,25.5,51.1,0.5,17.4,22.6,0.772,9.7,34.8,23.7,6.2,4.8,15.2,20.6,106.6
15,Milwaukee Bucks*,2018,82,44,38,East,241.8,39.7,83,0.478,8.8,24.7,0.355,31,58.3,0.531,18.3,23.4,0.783,8.4,31.5,23.2,8.8,5.4,13.8,21.4,106.5
16,Portland Trail Blazers*,2018,82,49,33,West,240.9,39.3,87,0.452,10.3,28.1,0.366,29,58.8,0.493,16.7,20.9,0.8,10.2,35.3,19.5,7,5.2,13.5,19.5,105.6
17,Indiana Pacers*,2018,82,48,34,East,240.9,40.8,86.4,0.472,9,24.5,0.369,31.8,61.9,0.513,14.9,19.2,0.779,9.6,32.7,22.2,8.8,4.1,13.3,18.8,105.6
18,New York Knicks,2018,82,29,53,East,241.8,40.7,87.7,0.464,8.2,23.3,0.352,32.5,64.4,0.504,14.9,19,0.787,10.5,33.6,23.3,6.7,5.1,14.7,20.5,104.5
19,Utah Jazz*,2018,82,48,34,West,240.9,38.3,82.9,0.462,10.8,29.6,0.366,27.5,53.3,0.515,16.8,21.5,0.779,9,34.2,22.4,8.6,5.1,14.7,19.6,104.1
20,Boston Celtics*,2018,82,55,27,East,241.5,38.3,85.1,0.45,11.5,30.4,0.377,26.9,54.7,0.491,16,20.7,0.771,9.4,35.1,22.5,7.4,4.5,14,19.7,104
21,Phoenix Suns,2018,82,21,61,West,240.3,38.5,87.1,0.442,9.3,27.9,0.334,29.1,59.2,0.492,17.7,23.9,0.741,10.3,33.9,21.3,6.9,4.5,15.7,22,103.9
22,Detroit Pistons,2018,82,39,43,East,241.5,39.1,86.9,0.45,10.8,28.9,0.373,28.3,58,0.488,14.7,19.8,0.745,10.1,33.6,22.8,7.7,3.9,13.5,18.4,103.8
23,Miami Heat*,2018,82,44,38,East,243,38.8,85.3,0.455,11,30.6,0.36,27.8,54.8,0.508,14.7,19.5,0.755,9.3,34.2,22.7,7.6,5.3,14.4,20.1,103.4
24,Orlando Magic,2018,82,25,57,East,240.6,38.8,85.9,0.452,10.3,29.3,0.351,28.5,56.5,0.504,15.5,20.5,0.757,8.8,32.8,23.4,7.6,4.9,14.5,19.3,103.4
25,Atlanta Hawks,2018,82,24,58,East,240.3,38.2,85.5,0.446,11.2,31,0.36,27,54.5,0.495,15.8,20.2,0.785,9.1,32.8,23.7,7.8,4.2,15.6,19.6,103.4
